datetime,Above Treeline,Treeline,Below Treeline,summary_raw,danger_above,danger_treeline,danger_below,summary_no_stop
2025-01-07,considerable,considerable,moderate,"You can easily trigger an avalanche large enough to injure or kill you on many steep slopes. Before triggering an avalanche, you may not see obvious signs of instability, like cracking or collapsing in the snow. You can trigger an avalanche from far away or in flat areas below steep slopes. Although you can trigger avalanches in many places, wind-drifted steep slopes directly below ridgetop can produce the largest and deadliest avalanches. Give these slopes a wide berth.",3.0,3,2,"easily trigger avalanche large enough injure kill many steep slopes . triggering avalanche , may see obvious signs instability , like cracking collapsing snow . trigger avalanche far away flat areas steep slopes . although trigger avalanches many places , wind-drifted steep slopes directly ridgetop produce largest deadliest avalanches . give slopes wide berth ."
2025-01-07,considerable,considerable,considerable,"Many slopes are dangerous and capable of producing large and destructive avalanches. Slopes over 35 degrees are the most concerning, especially on west to north to southeast aspects. Keep your guard up, as the bulk of recent avalanches have been triggered from a distance away from the slope or down in the flats below steep terrain. Avalanches will break wider and deeper around ridges and wind-drifted features, where newly formed slabs are thick and well-connected. Play it safe by sticking to lower-angled, wind-sheltered terrain. ",3.0,3,3,"many slopes dangerous capable producing large destructive avalanches . slopes 35 degrees concerning , especially west north southeast aspects . keep guard , bulk recent avalanches triggered distance away slope flats steep terrain . avalanches break wider deeper around ridges wind-drifted features , newly formed slabs thick well-connected . play safe sticking lower-angled , wind-sheltered terrain ."
2025-01-07,moderate,moderate,moderate,"The most dangerous slopes are near treeline, where slabs are a perfect thickness for you to trigger a large avalanche. You can trigger large avalanches above treeline from hidden weak areas of the slope close to rocks and rollovers. You may not get signs of instability before you trigger a slide. Be careful below the treeline on more open and wind-affected slopes. Steep rocky areas with wind-drifted snow continue to be the most dangerous areas. You can find safer travel on lower-angle slopes and those sheltered from the wind.",2.0,2,2,"dangerous slopes near treeline , slabs perfect thickness trigger large avalanche . trigger large avalanches treeline hidden weak areas slope close rocks rollovers . may get signs instability trigger slide . careful treeline open wind-affected slopes . steep rocky areas wind-drifted snow continue dangerous areas . find safer travel lower-angle slopes sheltered wind ."
2025-01-07,considerable,considerable,moderate,"You can easily trigger a large avalanche from below or a distance. Observers have reported triggering avalanches from hundreds of feet away. Near the treeline is the most dangerous in rocky areas that have recently experienced wind drifting. Above treeline, avalanches may be harder to trigger but will be deadly, and you will not get any warning signs. Avoid being on or under slopes steeper than 30 degrees for safer travel.",3.0,3,2,"easily trigger large avalanche distance . observers reported triggering avalanches hundreds feet away . near treeline dangerous rocky areas recently experienced wind drifting . treeline , avalanches may harder trigger deadly , get warning signs . avoid slopes steeper 30 degrees safer travel ."
2025-01-07,considerable,considerable,moderate,"You can trigger an avalanche on many steep slopes facing west through north to southeast. Conditions are tricky, as some avalanches can be triggered from hundreds of feet away or without warning. The transition from lower elevation slopes without a slab to higher slopes that do might not be obvious, so use extra caution where you find more than a foot of new or drifted snow. Wind-sheltered terrain facing south or southwest and slopes less than 30 degrees without steep terrain above you are much safer options.",3.0,3,2,"trigger avalanche many steep slopes facing west north southeast . conditions tricky , avalanches triggered hundreds feet away without warning . transition lower elevation slopes without slab higher slopes might obvious , use extra caution find foot new drifted snow . wind-sheltered terrain facing south southwest slopes less 30 degrees without steep terrain much safer options ."
2025-01-07,considerable,considerable,considerable,"Many slopes are dangerous and capable of producing large and destructive avalanches. Slopes over 35 degrees are the most concerning, especially on west to north to southeast aspects. Keep your guard up, as the bulk of recent avalanches have been triggered from a distance away from the slope or down in the flats below steep terrain. Avalanches will break wider and deeper around ridges and wind-drifted features, where newly formed slabs are thick and well-connected. Play it safe by sticking to lower-angled, wind-sheltered terrain. ",3.0,3,3,"many slopes dangerous capable producing large destructive avalanches . slopes 35 degrees concerning , especially west north southeast aspects . keep guard , bulk recent avalanches triggered distance away slope flats steep terrain . avalanches break wider deeper around ridges wind-drifted features , newly formed slabs thick well-connected . play safe sticking lower-angled , wind-sheltered terrain ."
2025-01-07,considerable,considerable,considerable,"You can easily trigger an avalanche large enough to injure or kill you on many steep slopes. Before triggering an avalanche, you may not see obvious signs of instability, like cracking or collapsing in the snow. You can trigger an avalanche from far away or in flat areas below steep slopes.Avalanches will be larger but harder to trigger in the deeper areas near Buffalo Pass. It will be easier to trigger avalanches in most surrounding areas, especially around Hahns Peak and North Routt County.",3.0,3,3,"easily trigger avalanche large enough injure kill many steep slopes . triggering avalanche , may see obvious signs instability , like cracking collapsing snow . trigger avalanche far away flat areas steep slopes.avalanches larger harder trigger deeper areas near buffalo pass . easier trigger avalanches surrounding areas , especially around hahns peak north routt county ."
2025-01-07,moderate,moderate,low,"You could trigger avalanches where you find cohesive slabs of snow sitting on top of weak snow, especially in areas of wind-drifted snow at upper elevations. The most dangerous slopes face northeast through east, but remain suspicious of other steep slopes featuring stiff snow at the surface. Drifted snow feels stiff and may crack under your weight. If you feel collapsing or cracking, you can choose safer terrain by moving to slopes less than about 35 degrees in steepness.",2.0,2,1,"could trigger avalanches find cohesive slabs snow sitting top weak snow , especially areas wind-drifted snow upper elevations . dangerous slopes face northeast east , remain suspicious steep slopes featuring stiff snow surface . drifted snow feels stiff may crack weight . feel collapsing cracking , choose safer terrain moving slopes less 35 degrees steepness ."
2025-01-07,moderate,moderate,low,"You could trigger avalanches at upper elevations where cohesive slabs of wind-drifted snow sit on top of weak snow below. The most dangerous slopes are where winds have drifted snow into thick, stiff slabs above treeline, especially on northeast and east-facing slopes. Look for and avoid these wind-drifted pockets below ridgelines and in concave terrain features like gullies. Drifted snow may feel firm, sound hollow, or crack under your weight. You can find safer travel options in areas sheltered from the wind or on slopes less than about 35 degrees in steepness.",2.0,2,1,"could trigger avalanches upper elevations cohesive slabs wind-drifted snow sit top weak snow . dangerous slopes winds drifted snow thick , stiff slabs treeline , especially northeast east-facing slopes . look avoid wind-drifted pockets ridgelines concave terrain features like gullies . drifted snow may feel firm , sound hollow , crack weight . find safer travel options areas sheltered wind slopes less 35 degrees steepness ."
2025-01-07,considerable,moderate,moderate,"You could trigger avalanches where you find cohesive slabs of snow sitting on top of weak snow, especially in areas of wind-drifted snow at upper elevations. The most dangerous slopes face northeast through east, but remain suspicious of other steep slopes featuring stiff snow at the surface. Drifted snow feels stiff and may crack under your weight. If you feel collapsing or cracking, you can choose safer terrain by moving to slopes less than about 35 degrees in steepness.Snowfall Tuesday night into Wednesday favors the La Plata Mountains. With 6 inches or more of new snow, avalanche danger will increase. ",3.0,2,2,"could trigger avalanches find cohesive slabs snow sitting top weak snow , especially areas wind-drifted snow upper elevations . dangerous slopes face northeast east , remain suspicious steep slopes featuring stiff snow surface . drifted snow feels stiff may crack weight . feel collapsing cracking , choose safer terrain moving slopes less 35 degrees steepness.snowfall tuesday night wednesday favors la plata mountains . 6 inches new snow , avalanche danger increase ."
2025-01-08,low,low,low,"Most slopes are generally safe from avalanches due to lack of snow coverage. If you were to trigger a small avalanche, it would be a drifted area on a steep slope. Avoid steep slopes that look smooth and rounded or sound hollow. Limited snow on Tuesday night does not increase the overall danger. ",1.0,1,1,"slopes generally safe avalanches due lack snow coverage . trigger small avalanche , would drifted area steep slope . avoid steep slopes look smooth rounded sound hollow . limited snow tuesday night increase overall danger ."
2025-01-08,moderate,moderate,moderate,"You can trigger a large and dangerous avalanche if you find a shallow spot and collapse a hard layer of snow that rests above weaker snow below. West to northwest through southeast-facing slopes are the most dangerous.  Avoid traveling near common trigger points, such as convex rollovers, rocky outcrops, or the edges of slopes where the margins of a slab are thinnest. If you trigger an avalanche, it could be deeper and wider than expected.Give yourself a wide buffer from suspect slopes steeper than  around 35 degrees, and know you can trigger an avalanche from a distance or below. ",2.0,2,2,"trigger large dangerous avalanche find shallow spot collapse hard layer snow rests weaker snow . west northwest southeast-facing slopes dangerous . avoid traveling near common trigger points , convex rollovers , rocky outcrops , edges slopes margins slab thinnest . trigger avalanche , could deeper wider expected.give wide buffer suspect slopes steeper around 35 degrees , know trigger avalanche distance ."
2025-01-08,low,low,low,"Most slopes are generally safe from avalanches due to lack of snow coverage. If you were to trigger a small avalanche, it would be a drifted area on a steep slope. Avoid steep slopes that look smooth and rounded or sound hollow. Limited snow on Tuesday night does not increase the overall danger. ",1.0,1,1,"slopes generally safe avalanches due lack snow coverage . trigger small avalanche , would drifted area steep slope . avoid steep slopes look smooth rounded sound hollow . limited snow tuesday night increase overall danger ."
2025-01-08,considerable,considerable,considerable,"You can trigger a deadly avalanche on most slopes. Many observers have reported triggering avalanches over 100 yards away on ridges or flat ground. You may not get any warning signs before triggering a very large avalanche. The most deadly slopes will be steep slopes where winds have drifted snow into thicker slabs, but the easiest slopes to trigger will be in shallow rocky terrain or areas that previously slid. This makes safe travel difficult, so give slopes steeper than 30 degrees a wide birth.",3.0,3,3,"trigger deadly avalanche slopes . many observers reported triggering avalanches 100 yards away ridges flat ground . may get warning signs triggering large avalanche . deadly slopes steep slopes winds drifted snow thicker slabs , easiest slopes trigger shallow rocky terrain areas previously slid . makes safe travel difficult , give slopes steeper 30 degrees wide birth ."
2025-01-08,moderate,moderate,low,"You could trigger avalanches where you find cohesive slabs of snow sitting on top of weak snow, especially in areas of wind-drifted snow at upper elevations. The most dangerous slopes face northeast through east. Drifted snow often feels stiff and may crack under your weight. If you feel collapsing or cracking, you can choose safer terrain by moving to slopes less than about 35 degrees in steepness.",2.0,2,1,"could trigger avalanches find cohesive slabs snow sitting top weak snow , especially areas wind-drifted snow upper elevations . dangerous slopes face northeast east . drifted snow often feels stiff may crack weight . feel collapsing cracking , choose safer terrain moving slopes less 35 degrees steepness ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-08,considerable,moderate,moderate,"You can easily trigger an avalanche large enough to injure or kill you on many steep slopes. Before triggering an avalanche, you may not see obvious signs of instability, like cracking or collapsing in the snow. You can trigger an avalanche from far away or in flat areas below steep slopes. Although you can trigger avalanches in many places, wind-drifted steep slopes directly below ridgetop can produce the largest and deadliest avalanches. Give these slopes a wide berth.",3.0,2,2,"easily trigger avalanche large enough injure kill many steep slopes . triggering avalanche , may see obvious signs instability , like cracking collapsing snow . trigger avalanche far away flat areas steep slopes . although trigger avalanches many places , wind-drifted steep slopes directly ridgetop produce largest deadliest avalanches . give slopes wide berth ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-08,considerable,considerable,moderate,"You can trigger an avalanche on many steep slopes facing west through north to southeast. Conditions are tricky, as some avalanches can be triggered from hundreds of feet away or without warning. The transition from lower elevation slopes without a slab to higher slopes that do might not be obvious, so use extra caution where you find more than a foot of new or drifted snow. Wind-sheltered terrain facing south or southwest and slopes less than 30 degrees without steep terrain above you are much safer options.",3.0,3,2,"trigger avalanche many steep slopes facing west north southeast . conditions tricky , avalanches triggered hundreds feet away without warning . transition lower elevation slopes without slab higher slopes might obvious , use extra caution find foot new drifted snow . wind-sheltered terrain facing south southwest slopes less 30 degrees without steep terrain much safer options ."
2025-01-08,moderate,moderate,considerable,"The most dangerous slopes are below treeline where you find firm snow over a weak base. Be careful in open areas where winds have drifted stiffer snow. The snowpack is deeper near and above the treeline, but you can still trigger a deadly slide if you find the wrong spot. You are most likely to trigger a deeper slide from the edges of a slope and close to trees and rocks. You may get no warning signs before a deadly avalanche. Further north, avalanches will be easier to trigger but smaller, and towards Buffalo Pass, avalanches will be harder to trigger but unsurvivable. You can find safer riding on lower-angle slopes and those with less wind drifting. ",2.0,2,3,"dangerous slopes treeline find firm snow weak base . careful open areas winds drifted stiffer snow . snowpack deeper near treeline , still trigger deadly slide find wrong spot . likely trigger deeper slide edges slope close trees rocks . may get warning signs deadly avalanche . north , avalanches easier trigger smaller , towards buffalo pass , avalanches harder trigger unsurvivable . find safer riding lower-angle slopes less wind drifting ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-08,considerable,considerable,moderate,"You can easily trigger a large avalanche from below or a distance. Observers have reported triggering avalanches from hundreds of feet away. Near the treeline is the most dangerous in rocky areas that have recently experienced wind drifting. Above treeline, avalanches may be harder to trigger but will be deadly, and you will not get any warning signs. Avoid being on or under slopes steeper than 30 degrees for safer travel.",3.0,3,2,"easily trigger large avalanche distance . observers reported triggering avalanches hundreds feet away . near treeline dangerous rocky areas recently experienced wind drifting . treeline , avalanches may harder trigger deadly , get warning signs . avoid slopes steeper 30 degrees safer travel ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-08,considerable,considerable,moderate,"You can trigger an avalanche on many steep slopes facing west through north to southeast. Conditions are tricky, as some avalanches can be triggered from hundreds of feet away or without warning. The transition from lower elevation slopes without a slab to higher slopes that do might not be obvious, so use extra caution where you find more than a foot of new or drifted snow. Wind-sheltered terrain facing south or southwest and slopes less than 30 degrees without steep terrain above you are much safer options.",3.0,3,2,"trigger avalanche many steep slopes facing west north southeast . conditions tricky , avalanches triggered hundreds feet away without warning . transition lower elevation slopes without slab higher slopes might obvious , use extra caution find foot new drifted snow . wind-sheltered terrain facing south southwest slopes less 30 degrees without steep terrain much safer options ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-08,considerable,considerable,considerable,"Avalanche conditions remain dangerous, especially on slopes over 35 degrees. Almost every aspect has seen avalanches recently, with the highest concentration on northeast to east-facing slopes. Stay vigilant, as signs of instability may not be present before you trigger a slope or it fails from a distance away. Wind-drifted faces below ridges or the sides of gullies are prime places to trigger the largest and most destructive avalanches. Reduce your risk by sticking to lower-angled, wind-sheltered terrain.",3.0,3,3,"avalanche conditions remain dangerous , especially slopes 35 degrees . almost every aspect seen avalanches recently , highest concentration northeast east-facing slopes . stay vigilant , signs instability may present trigger slope fails distance away . wind-drifted faces ridges sides gullies prime places trigger largest destructive avalanches . reduce risk sticking lower-angled , wind-sheltered terrain ."
2025-01-09,low,low,low,"Most slopes are generally safe from avalanches due to lack of snow coverage. If you were to trigger a small avalanche, it would be a drifted area on a steep slope. Avoid steep slopes that look smooth and rounded or sound hollow. Limited snow on Tuesday night does not increase the overall danger. ",1.0,1,1,"slopes generally safe avalanches due lack snow coverage . trigger small avalanche , would drifted area steep slope . avoid steep slopes look smooth rounded sound hollow . limited snow tuesday night increase overall danger ."
2025-01-09,considerable,moderate,moderate,"The most dangerous slopes will be wind-drifted slopes close to ridgelines. In these areas, you can still trigger an avalanche from a distance or at the base of a hill. Obvious signs of instability like cracking and collapsing are disappearing, but if you step onto a steep slope, you can still trigger a large, deadly avalanche. You can find safer riding on slopes sheltered from the wind where there is no slab or on lower-angle slopes.",3.0,2,2,"dangerous slopes wind-drifted slopes close ridgelines . areas , still trigger avalanche distance base hill . obvious signs instability like cracking collapsing disappearing , step onto steep slope , still trigger large , deadly avalanche . find safer riding slopes sheltered wind slab lower-angle slopes ."
2025-01-09,considerable,considerable,considerable,"Avalanche conditions are very dangerous, and you can trigger a deadly avalanche on many slopes. Obvious signs like cracking and collapsing are diminishing, yet observers report large avalanches, many triggered remotely daily. As warning signs reduce, it gets easier to talk yourself into steep terrain, but the first sign you may get is a large slide with you under it. Slopes that have been heavily wind-drifted will be the most dangerous. You can find safer travel on low-angled slopes well away from steep terrain. ",3.0,3,3,"avalanche conditions dangerous , trigger deadly avalanche many slopes . obvious signs like cracking collapsing diminishing , yet observers report large avalanches , many triggered remotely daily . warning signs reduce , gets easier talk steep terrain , first sign may get large slide . slopes heavily wind-drifted dangerous . find safer travel low-angled slopes well away steep terrain ."
2025-01-09,considerable,considerable,considerable,"You can easily trigger a large avalanche on many steep slopes, especially those which avalanches earlier this year. A large proportion of avalanche paths meet this criteria, so you will encounter dangerous conditions in most avalanche terrain. The lack of instability signs or snowpack test results from lower angled slopes and areas that have not avalanched this season could mislead you. Assume you will find an unstable snowpack when you move into terrain steeper than about 30 degrees. Look for safer options on south or southwest-facing terrain.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",3.0,3,3,"easily trigger large avalanche many steep slopes , especially avalanches earlier year . large proportion avalanche paths meet criteria , encounter dangerous conditions avalanche terrain . lack instability signs snowpack test results lower angled slopes areas avalanched season could mislead . assume find unstable snowpack move terrain steeper 30 degrees . look safer options south southwest-facing terrain.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,low,moderate,moderate,"New snowfall with strong northeast winds will not be enough to raise the avalanche danger. Winds will drift new accumulation onto south to southwest through west slopes with patchy, bare, and disconnected snow coverage. Windward slopes with connected snow coverage may see an increase in sensitivity on wind-pressed surfaces. Avalanches triggered on these slopes will likely be small and isolated and can be more dangerous if triggered in steep terrain that terminates in shallow buried rocks.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",1.0,2,2,"new snowfall strong northeast winds enough raise avalanche danger . winds drift new accumulation onto south southwest west slopes patchy , bare , disconnected snow coverage . windward slopes connected snow coverage may see increase sensitivity wind-pressed surfaces . avalanches triggered slopes likely small isolated dangerous triggered steep terrain terminates shallow buried rocks.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,moderate,moderate,moderate,"You can trigger a large and dangerous avalanche if you find a shallow spot and collapse a hard layer of snow that rests above weaker snow below. West to northwest through southeast-facing slopes are the most dangerous. Avoid traveling near common trigger points, such as convex rollovers, rocky outcrops, or the edges of slopes where the margins of a slab are thinnest. If you trigger an avalanche, it could be deeper and wider than expected.Give yourself a wide buffer from suspect slopes steeper than around 35 degrees. Tracks on a slope do not indicate stable conditions. You can trigger an avalanche from a distance or below.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",2.0,2,2,"trigger large dangerous avalanche find shallow spot collapse hard layer snow rests weaker snow . west northwest southeast-facing slopes dangerous . avoid traveling near common trigger points , convex rollovers , rocky outcrops , edges slopes margins slab thinnest . trigger avalanche , could deeper wider expected.give wide buffer suspect slopes steeper around 35 degrees . tracks slope indicate stable conditions . trigger avalanche distance below.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,moderate,moderate,low,"You could trigger avalanches where you find cohesive slabs of snow sitting on top of weak snow. Avalanches are more likely in areas of wind-drifted snow at upper elevations. The most dangerous slopes face northeast through east. Drifted snow often feels stiff and may crack under your weight. If you feel collapsing or cracking, you can choose safer terrain by moving to slopes less than about 35 degrees in steepness.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",2.0,2,1,"could trigger avalanches find cohesive slabs snow sitting top weak snow . avalanches likely areas wind-drifted snow upper elevations . dangerous slopes face northeast east . drifted snow often feels stiff may crack weight . feel collapsing cracking , choose safer terrain moving slopes less 35 degrees steepness.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,considerable,considerable,moderate,"You can trigger an avalanche on many steep slopes facing west through north to southeast. Conditions are tricky, as some avalanches can be triggered from hundreds of feet away or without warning. The transition from lower elevation slopes without a slab to higher slopes that do might not be obvious, so use extra caution where you find more than a foot of new or drifted snow. Wind-sheltered terrain facing south or southwest and slopes less than 30 degrees without steep terrain above you are much safer options.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",3.0,3,2,"trigger avalanche many steep slopes facing west north southeast . conditions tricky , avalanches triggered hundreds feet away without warning . transition lower elevation slopes without slab higher slopes might obvious , use extra caution find foot new drifted snow . wind-sheltered terrain facing south southwest slopes less 30 degrees without steep terrain much safer options.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,considerable,considerable,considerable,"You can trigger a large avalanche on many slopes. You can trigger them from below, or even from hundreds of feet away where stiffer snow connects through the terrain. The most likely places to trigger one are slopes that avalanched earlier this season and refilled with snow since late December. The features capable of producing the largest slide are those with a thicker, stiffer, wind-drifted slab. You can find safer options in terrain less steep than about 30 degrees, or on south and southwest-facing terrain.On Tuesday, January 7, a backcountry skier was caught and killed in an avalanche on Red Mountain Number 3, near Red Mountain Pass. The avalanche was triggered on a wind-drifted northwest-facing slope near treeline. Our deepest condolences to the deceased skier''s family, friends, and community. You can read the preliminary accident report here.",3.0,3,3,"trigger large avalanche many slopes . trigger , even hundreds feet away stiffer snow connects terrain . likely places trigger one slopes avalanched earlier season refilled snow since late december . features capable producing largest slide thicker , stiffer , wind-drifted slab . find safer options terrain less steep 30 degrees , south southwest-facing terrain.on tuesday , january 7 , backcountry skier caught killed avalanche red mountain number 3 , near red mountain pass . avalanche triggered wind-drifted northwest-facing slope near treeline . deepest condolences deceased skier '' family , friends , community . read preliminary accident report ."
2025-01-09,moderate,moderate,moderate,"The most dangerous slopes are near treeline, where slabs are well connected but you can still easily affect weak layers at the base of the snowpack. You can trigger large avalanches above treeline from hidden weak areas of the slope close to rocks and rollovers. You may not get signs of instability before you trigger a slide. Be careful below the treeline on more open and wind-affected slopes. Steep rocky areas with wind-drifted snow continue to be the most dangerous areas. You can find safer travel on lower-angle slopes and those sheltered from the wind without a slab.",2.0,2,2,"dangerous slopes near treeline , slabs well connected still easily affect weak layers base snowpack . trigger large avalanches treeline hidden weak areas slope close rocks rollovers . may get signs instability trigger slide . careful treeline open wind-affected slopes . steep rocky areas wind-drifted snow continue dangerous areas . find safer travel lower-angle slopes sheltered wind without slab ."
2025-01-09,moderate,considerable,moderate,"You can easily trigger a large avalanche from below or a distance. Observers have reported triggering avalanches from hundreds of feet away. Near the treeline is the most dangerous in rocky areas that have recently experienced wind drifting. Above treeline, avalanches may be harder to trigger but will be deadly, and you will not get any warning signs. Avoid being on or under slopes steeper than 30 degrees for safer travel.",2.0,3,2,"easily trigger large avalanche distance . observers reported triggering avalanches hundreds feet away . near treeline dangerous rocky areas recently experienced wind drifting . treeline , avalanches may harder trigger deadly , get warning signs . avoid slopes steeper 30 degrees safer travel ."
2025-01-09,moderate,moderate,moderate,"The most dangerous slopes are below treeline where you find firm snow over a weak base. Be careful in open areas where winds have drifted stiffer snow. The snowpack is deeper near and above the treeline, but you can still trigger a deadly slide if you find the wrong spot. You are most likely to trigger a deeper slide from the edges of a slope and close to trees and rocks. You may get no warning signs before a deadly avalanche. Further north, avalanches will be easier to trigger but smaller, and towards Buffalo Pass, avalanches will be harder to trigger but unsurvivable. You can find safer riding on lower-angle slopes and those with less wind drifting. ",2.0,2,2,"dangerous slopes treeline find firm snow weak base . careful open areas winds drifted stiffer snow . snowpack deeper near treeline , still trigger deadly slide find wrong spot . likely trigger deeper slide edges slope close trees rocks . may get warning signs deadly avalanche . north , avalanches easier trigger smaller , towards buffalo pass , avalanches harder trigger unsurvivable . find safer riding lower-angle slopes less wind drifting ."
