datetime,Above Treeline,Treeline,Below Treeline,Summary_clean
2024-02-25,considerable,moderate,moderate,"You can trigger avalanches on weak layers buried about three feet deep. It is getting harder to trigger avalanches on this layer, but if you find a weak spot, you could trigger a large dangerous avalanche. Shallow slopes with many trigger points will be the most hazardous slopes. Multiple people could ride a slope before it is triggered and you may get no feedback like cracking or collapsing. If you travel on slopes with a weak layer lower-angle planar slopes without trigger points will reduce your hazard or just avoid slopes with a weak layer altogether. "
2024-02-26,considerable,considerable,considerable,"An Avalanche Watch is in effect for the Gore Range and Holy Cross Wilderness. Heavy snow and strong winds will create very dangerous avalanche conditions during the day on Tuesday, lasting through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended on Tuesday.On Monday, shallow slopes that face from west through to southeast are the most dangerous. Before you trigger a large slide, you are unlikely to get any warnings from the snowpack, like cracking or collapsing. Observers have reported many sets of tracks on slopes before riders find weak areas. Stay away from pillows of rounded snow where winds have drifted snow. If you trigger an avalanche in the surface it is likely to step down to deeper weak layers. It is very difficult to assess where you can trigger a slide right now so consider sticking to slopes less than about 30 degrees. "
2024-02-26,high,high,considerable,"An Avalanche Watch is in effect for the Fryingpan Wilderness, Sawatch Range, and Fossil Ridge Wilderness. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.You can trigger a small but dangerous avalanche on wind-loaded slopes above treeline. You might also be able to trigger a larger and potentially deadly avalanche on most steep slopes facing west through north to southeast slopes. To reduce your chances of triggering an avalanche here avoid uneven, rocky, shallow slopes. Sunny, south and southwest-facing slopes offer safer travel options."
2024-02-26,high,high,considerable,An Avalanche Watch is in effect for the Southern Sawatch Range through Monarch Pass. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.New snow and strong wind will create dangerous avalanche conditions throughout the day Monday. Safer travel options exist by seeking out wind-sheltered slopes below treeline.
2024-02-26,high,high,considerable,"An Avalanche Watch is in effect for the Gore Range and Holy Cross Wilderness. Heavy snow and strong winds will create very dangerous avalanche conditions during the day on Tuesday, lasting through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended on Tuesday.On Monday, shallow slopes that face from west through to southeast are the most dangerous. Before you trigger a large slide, you are unlikely to get any warnings from the snowpack, like cracking or collapsing. Observers have reported many sets of tracks on slopes before riders find weak areas. Stay away from pillows of rounded snow where winds have drifted snow. If you trigger an avalanche in the surface it is likely to step down to deeper weak layers. It is very difficult to assess where you can trigger a slide right now so consider sticking to slopes less than about 30 degrees. "
2024-02-26,considerable,considerable,considerable,"An Avalanche Watch is in effect for the Park Range. Heavy snow and strong winds will create very dangerous avalanche conditions during the day on Tuesday, lasting through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended on Tuesday.On Monday, you can trigger avalanches on weak layers buried about three feet deep. It is getting harder to trigger avalanches on this layer, but if you find a weak spot, you could trigger a large, dangerous avalanche. Shallow slopes with many trigger points will be the most hazardous slopes. Multiple people could ride a slope before it is triggered and you may get no feedback like cracking or collapsing. If you travel on slopes with a weak layer, lower-angle planar slopes without trigger points will reduce your hazard, or just avoid slopes with a weak layer altogether."
2024-02-26,high,high,considerable,"A large winter storm begins to impact the Southern Mountains on Monday lasting through Wednesday. Expect the avalanche danger to rise quickly as heavy snow and strong winds build dangerous slabs of snow, and overwhelm weak snow layers.Wet, heavy snowfall on Monday will quickly build shallow slabs of snow on top of various old snow surfaces. Strong southwest winds will drift the new snow into thicker slabs on leeward slopes above treeline. Avalanches in the new snow could break deeper if triggered from a shallower area of the slope where older, weak snow layers are closer to the surface. Cracking in the snow surface is an indicator of unstable snow below you. Avoid steeper areas above treeline if you notice the snow surface transition from soft to stiff, or where you see smooth, rounded pillows of snow."
2024-02-26,considerable,considerable,considerable,"Recent natural avalanches triggered by an increase in drifting speak to the vulnerability of weak snow layers in the upper snowpack despite the lack of direct feedback such as cracking or audible collapses. If you find the shallow area of the slope, you could trigger a large avalanche – especially on slopes steeper than about 35 degrees. Common trigger spots exists near rock outcroppings, on steep rollovers, and beneath ridges and cliffs. Avalanches on slopes with freshly drifted slabs can break wide and several feet deep producing a more dangerous slide. Avoid steeper areas above treeline if you notice the snow surface transition from soft to stiff, or where you see smooth, rounded pillows of snow."
2024-02-26,considerable,moderate,moderate,"A large winter storm begins to impact the Southern Mountains on Monday lasting through Wednesday. Expect the avalanche danger to rise quickly as heavy snow and strong winds build dangerous slabs of snow, and overwhelm weak snow layers.If you "
2024-02-26,considerable,considerable,considerable,"A large winter storm begins to impact the Southern Mountains on Monday lasting through Wednesday. Expect the avalanche danger to rise quickly as heavy snow and strong winds build dangerous slabs of snow, and overwhelm weak snow layers.Lingering reports of human-triggered avalanches speak to the vulnerability of weak snow layers in the upper snowpack despite little or no direct feedback such as cracking or audible collapses. If you find the shallow area of the slope, you could trigger a large avalanche – especially on slopes steeper than about 35 degrees. Common trigger spots exists near rock outcroppings, on steep rollovers, and beneath ridges and cliffs. Avalanches on slopes with freshly drifted slabs can break wide and one to two feet deep producing a more dangerous slide. Avoid steeper areas above treeline if you notice the snow surface transition from soft to stiff, or where you see smooth, rounded pillows of snow."
2024-02-26,considerable,considerable,considerable,"You will most likely trigger a large avalanche on steep slopes with shallow snow coverage. Lots of trigger points like rocks, trees, and convex rolls will increase your chances of impacting deeply buried weak layers. Avoid pillows of rounded snow where the wind has drifted snow below ridgelines and along gully walls. These small avalanches could take you for a ride or trigger a deeper weak layer. You are unlikely to get feedback like cracking or collapsing before triggering a large avalanche, and multiple people could travel on a slope before it slides. You can reduce your hazard further by choosing planar slopes with a smooth outrun and lower-angle slopes."
2024-02-26,considerable,considerable,considerable,"You can trigger a dangerous avalanche on steep slopes that face northwest through north to east. You might be able to travel on a slope multiple times before triggering an avalanche so keep in mind that tracks on a slope don''t mean it is safe. If you choose to travel on steep slopes on aspects of concern, expose one person at a time and choose slopes with no terrain traps such as a creek, a cliff, or a gully at the bottom of the slope.You can expect the avalanche danger to increase overnight Monday into Tuesday."
2024-02-26,considerable,considerable,considerable,"Northerly and easterly aspects have buried weak layers where you could trigger a deadly avalanche. The most dangerous slopes are shallow slopes or those with rounded-smooth pillows where the wind has drifted snow. You are unlikely to get any snowpack feedback, such as cracking or collapsing, and multiple people could ride a slope before you trigger an avalanche. If you trigger an avalanche at the surface it could step down to deeper layers. It is almost impossible to see trigger points under the snow so consider sticking to slopes less than about 30 degrees for safer travel or heading to aspects without a buried weak layer. "
2024-02-26,high,high,high,"An Avalanche Watch is in effect for the Ragged and West Elk Wilderness. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break very wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.Expect dangerous avalanche conditions to develop before Monday evening as a potent storm begins to impact the region. Wind-loaded slopes facing easterly directions will be the most dangerous areas. Avoid traveling on steep slopes where you find wind-drifted snow. You can identify wind-drifted snow by the wave-like appearance on the snow surface and the hard hollow feel if you are traveling on it. Avoid uneven, rocky slopes to reduce your chances of triggering a larger avalanche that breaks on a layer of weak snow two to four feet deep."
2024-02-26,high,high,high,"An Avalanche Watch is in effect for the Elk Mountains. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.For Monday, new snow and strong wind will create dangerous avalanche conditions before the end of the day. The most dangerous slopes face north through east to southeast near and above the treeline. Avoid traveling on or near uneven, rocky slopes facing west through north to southeast to reduce your chances of triggering a large and deadly avalanche on a layer of weak snow one to two feet deep. Safer travel options can always be found by sticking to slopes less than around 30 degrees steep with no steep slopes overhead when traveling on aspects of concern."
2024-02-26,considerable,considerable,considerable,"A large winter storm begins to impact the Southern Mountains on Monday lasting through Wednesday. Expect the avalanche danger to rise quickly as heavy snow and strong winds build dangerous slabs of snow, and overwhelm weak snow layers.Lingering reports of human-triggered avalanches speak to the vulnerability of weak snow layers in the upper snowpack despite little or no direct feedback such as cracking or audible collapses. If you find the shallow area of the slope, you could trigger a large avalanche – especially on slopes steeper than about 35 degrees. Common trigger spots exists near rock outcroppings, on steep rollovers, and beneath ridges and cliffs. Avalanches on slopes with freshly drifted slabs can break wide and one to two feet deep producing a more dangerous slide. Avoid steeper areas above treeline if you notice the snow surface transition from soft to stiff, or where you see smooth, rounded pillows of snow."
2024-02-26,considerable,moderate,low,"You could trigger a large and dangerous avalanche. You will need to be on or near a steep slope at upper elevations. Common trigger points include rock outcroppings, steep rollovers, below ridges, and cliff bands. Use caution on steeper slopes where the snow surface transitions from soft to stiff or in places with a smooth, rounded appearance. You can find safer riding options below treeline or on low-angled, wind-sheltered slopes without steep overhead hazards.A large winter storm begins to impact the Southern Mountains on Monday lasting through Wednesday. Expect the avalanche danger to rise by Wednesday as heavy snow and strong winds build dangerous slabs of snow and overwhelm weak snow layers."
2024-02-27,considerable,considerable,considerable,An Avalanche Watch is in effect for the Southern Sawatch Range through Monarch Pass. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.New snow and strong wind will create dangerous avalanche conditions throughout the day Monday. Safer travel options exist by seeking out wind-sheltered slopes below treeline.
2024-02-27,considerable,considerable,considerable,An Avalanche Watch is in effect for the Southern Sawatch Range through Monarch Pass. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.New snow and strong wind will create dangerous avalanche conditions throughout the day Monday. Safer travel options exist by seeking out wind-sheltered slopes below treeline.
2024-02-27,considerable,considerable,considerable,"An Avalanche Watch is in effect for the Fryingpan Wilderness, Sawatch Range, and Fossil Ridge Wilderness. Expect very dangerous avalanche conditions starting Monday evening and lasting through Wednesday morning. Avalanches will break wide across terrain features and reach valley floors thousands of feet below. Many will run naturally. Travel in or near avalanche terrain during this period is not recommended.You can trigger a small but dangerous avalanche on wind-loaded slopes above treeline. You might also be able to trigger a larger and potentially deadly avalanche on most steep slopes facing west through north to southeast slopes. To reduce your chances of triggering an avalanche here avoid uneven, rocky, shallow slopes. Sunny, south and southwest-facing slopes offer safer travel options."
2024-02-27,considerable,considerable,moderate,"A large winter storm bringing heavy snow and strong wind begins overnight and is expected to last into Wednesday. As new snow accumulates, avalanche danger will rise, and wind-loading could trigger a natural cycle. You can trigger large avalanches in the new and drifted snow, and some could step down into deeper weak-layers, breaking wide across terrain features and running long distances. Avoid traveling on or under slopes steeper than about 30 degrees."
2024-02-27,considerable,considerable,moderate,"A large winter storm bringing heavy snow and strong wind begins overnight and is expected to last into Wednesday. As new snow accumulates, avalanche danger will rise, and wind-loading could trigger a natural cycle. You can trigger large avalanches in the new and drifted snow, and some could step down into deeper weak layers, breaking wide across terrain features and running long distances. Avoid traveling on or under slopes steeper than about 30 degrees."
2024-02-27,considerable,moderate,moderate,"New and drifted snow will increase the avalanche hazard at upper elevations. Avoid steep slopes were you observed 8 or more inches of drifted snow. An avalanche in the new snow could step down to deeper buried weak-layers. You could also trigger an avalanche in these deeper buried weak-layers if you find the shallow area on slopes steeper than about 35 degrees. Common trigger spots exists near rock outcroppings, on steep rollovers, and beneath ridges and cliffs. Find safer riding options on lower-angled, wind-sheltered slopes without steep overhead hazards."
2024-02-27,considerable,considerable,considerable,"An Avalanche Warning is in effect for the La Plata Mountains. Heavy snow and strong winds will create very dangerous avalanche conditions Monday night through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended."
2024-02-27,considerable,considerable,considerable,"An Avalanche Warning is in effect for parts of the Southern San Juan Mountains. Heavy snow and strong winds will create very dangerous avalanche conditions Monday night through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended."
2024-02-27,considerable,considerable,moderate,"Strong winds are drifting snow over a weak snowpack creating dangerous avalanche conditions. You can trigger an avalanche in the new snow that can step down to layers buried up to three feet deep. A slide that breaks on these layers would become very large and have catastrophic consequences. You may not see cracks in the new snow, but don''t let a lack of instability at the surface move your focus from deeper, weak layers. You can find safer riding by avoiding slopes steeper than about 30 degrees."
2024-02-27,considerable,considerable,considerable,"Strong winds are drifting snow over a weak snowpack creating dangerous avalanche conditions. You can trigger an avalanche in the new snow that can step down to layers buried up to three feet deep. A slide that breaks on these layers would become very large and have catastrophic consequences. You may not see cracks in the new snow, but don''t let a lack of instability at the surface move your focus from deeper, weak layers. You can find safer riding by avoiding slopes steeper than about 30 degrees."
2024-02-27,considerable,considerable,considerable,"An Avalanche Warning is in effect for the Ragged and West Elk Wilderness. Heavy snow and strong winds will create very dangerous avalanche conditions Monday night through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended."
2024-02-27,considerable,moderate,moderate,You can trigger a dangerous avalanche on steep slopes where strong winds are drifting snow. If you trigger an avalanche in the new snow and it steps down to deeper layers it could become large and destructive quickly. The most dangerous slopes face northwest to north through east. You might be able to travel on a slope multiple times before triggering an avalanche so keep in mind that tracks on a slope don''t mean it is safe. Sticking to slopes less than about 30 degrees can keep you safer.
2024-02-27,considerable,considerable,considerable,"You can trigger an avalanche on weak layers buried two to three feet deep. Expect snow and wind to build thick slabs that effectively hide shallow areas of the slope where you are more likely to trigger a giant slide. You may not see cracks in the new snow, but don''t let a lack of instability at the surface move your focus from deeper, weak layers. If you trigger an avalanche in the surface snow if may step down to these deeper weak layers. You can find safer riding by avoiding slopes steeper than about 30 degrees."
2024-02-27,considerable,considerable,considerable,Conditions will become more dangerous throughout the day as heavy snow and strong winds quickly build new slabs of dangerous snow. Be careful on any slope where you find more than about six inches of new or wind-drifted snow. Look for and avoid rounded pillows of snow and steep terrain where the snow cracks or collapses. There is still a chance that an avalanche triggered in the surface snow could step down to deeper weak layers. You can find safer riding on terrain sheltered from the wind without a cohesive slab and on lower-angle slopes.
2024-02-27,considerable,considerable,considerable,"Be careful on any steep slope where you find more than about six inches of new or wind-drifted snow. Although you could easily trigger an avalanche in the surface snow, weak layers around three feet deep are a bigger concern. Even though you may not see cracking in the new surface snow, consider if you have a weak layer beneath you. The new snow will be a very effective camouflage for shallow snowpack areas where you could trigger a deadly slide. Multiple people could ride a slope before you trigger a slide. You can find safer travel on slopes less than about 30 degrees. "
2024-02-27,considerable,considerable,considerable,"An Avalanche Warning is in effect for the Elk Mountains. Heavy snow and strong winds will create very dangerous avalanche conditions Monday night through Wednesday morning. Avalanches will break wide across terrain features and run long distances. Many will run naturally. Travel in, near, or under avalanche terrain is not recommended."
2024-02-27,considerable,moderate,low,"Avalanche danger is on the rise as a potent storm impacts the region.  Drifting snow will create dangerous slabs at higher elevations. You can trigger a large and dangerous avalanche where these drifts are forming. Common trigger points include rock outcroppings, steep rollovers, below ridges, and cliff bands. Use caution on steeper slopes where the snow surface transitions from soft to stiff or in places with a smooth, rounded appearance. You can find safer riding options below treeline or on low-angled, wind-sheltered slopes without steep overhead hazards."
2024-02-27,considerable,considerable,considerable,"Strong winds and heavy snow makes for rapidly changing conditions today. You can trigger a large avalanche on weak layers two to three feet deep. Areas where the wind has drifted snow will be the most dangerous. Cracking and collapsing in the storm snow is a sign of dangerous conditions, but if you trigger an avalanche in the new snow, it is likely to step down to deeper weak layers. The new covering of snow makes it even harder to find shallow weak spots where a deadly avalanche can be triggered. Multiple people can ride a slope before you trigger an avalanche. You can find safer riding on slopes less than about 30 degrees that are not exposed to steeper slopes above."
2024-02-28,considerable,moderate,moderate,"Strong winds are drifting snow over a weak snowpack creating dangerous avalanche conditions. You can trigger an avalanche in the new snow that can step down to layers buried up to three feet deep. A slide that breaks on these layers would become very large and have catastrophic consequences. These slides can be triggered from thinner spots in the snowpack that could be now obscured by freshly drifted snow. Strong winds may have loaded snow further down on slopes so watch for and avoid wind-drifted areas. These can be identified by their smooth, wave-like appearance and can be on steep rollovers and gullies. You can find safer travel options by avoiding wind-loaded slopes and terrain steeper than about 30 degrees with no steep slopes above."
2024-02-28,considerable,considerable,moderate,"Strong winds are drifting snow over a weak snowpack creating dangerous avalanche conditions. You can trigger an avalanche in the new snow that can step down to layers buried up to three feet deep. A slide that breaks on these layers would become very large and have catastrophic consequences. These slides can be triggered from thinner spots in the snowpack that could be now obscured by freshly drifted snow. Strong winds may have loaded snow further down on slopes so watch for and avoid wind-drifted areas. These can be identified by their smooth, wave-like appearance and can be on steep rollovers and gullies. You can find safer travel options by avoiding wind-loaded slopes and terrain steeper than about 30 degrees with no steep slopes above."
2024-02-28,considerable,considerable,considerable,"Strong winds are drifting new snow into cohesive slabs creating dangerous avalanche conditions. Though the storm underproduced, you still run the risk of triggering a slide in the new snow that can step down into layers buried up to three feet deep. You can trigger these larger, more destructive slides from thinner spots in the snowpack that are now obscured by freshly drifted snow. Strong winds may have loaded snow further down on slopes so watch for and avoid wind-drifted areas. These can be identified by their smooth, bulbous appearance and can be on steep rollovers and gullies. Sticking to terrain less than about 30 degrees with no steep terrain above can keep you safer."
2024-02-28,considerable,considerable,moderate,"Strong winds are drifting new snow into cohesive slabs creating dangerous avalanche conditions. Though the storm underproduced, you still run the risk of triggering a slide in the new snow that can step down into deeper layers. You can trigger a deeper slide from thinner spots in the snowpack that are now obscured by freshly drifted snow. Strong winds may have loaded snow further down on the slope so watch for and avoid wind-drifted areas. These can be identified by their smooth, bulbous appearance. Lower-angle slopes and wind-sheltered terrain offer safer travel options."
2024-02-28,considerable,considerable,moderate,"New snow and strong winds are driving the elevated avalanche danger. You can trigger a large and dangerous avalanche where you find more than about 8 inches of new wind-drifted snow. Strong winds have drifted snow, cross-loading terrain features at all elevations. Wind-drifted snow often feels stiff or has a smooth lense-like appearance. Expect new snow depth to vary significantly across slopes and terrain features.An avalanche triggered in the new storm snow may step down to buried weak layers creating a larger and more dangerous avalanche. Wind-sheltered lower-angle terrain without steep slopes overhead offers safer travel options."
2024-02-28,considerable,considerable,moderate,"Strong winds and new snow are driving the elevated avalanche danger. You can trigger a large and dangerous avalanche where you find more than about 8 inches of wind-drifted snow. These avalanches could step down to buried weak layers. Strong winds have moved snow and cross-loaded terrain features at all elevations. Expect the depth of newly drifted snow to vary significantly across slopes and terrain features. Wind-drifted snow often feels stiff or has a smooth, lense-like appearance.You could also trigger an avalanche in deeper buried weak layers where you find a shallow area of the snowpack. Common trigger spots exist near rock outcroppings, on steep rollovers, and beneath ridges and cliffs.Wind-sheltered lower-angle terrain without steep slopes overhead offers safer travel options."
2024-02-28,considerable,considerable,moderate,"You can trigger a deadly avalanche where strong winds drift the recent snow. Expect thick slabs that rest on a weak layer buried one to three feet deep. The strong winds will create unusual loading patterns, so anticipate drifted snow further down the slope. While initiating an avalanche in the surface snow might seem manageable, it could step down into a more deeply buried weak layer. Seek slopes less than about 30 degrees for safer travel options."
2024-02-28,considerable,considerable,moderate,"Beware of any slopes where you come across more than six inches of drifted snow. The strong winds can create unusual loading patterns, and slabs can form further down the slope than expected. Avoid textured snow resembling a pillow and steep terrain where the new snow cracks. One of these avalanches could break into a more deeply buried weak layer. Look for wind-sheltered slopes without a cohesive slab or slopes less than about 30 degrees for safer travel options."
2024-02-28,moderate,moderate,moderate,"You can trigger an avalanche on steep slopes where strong winds are drifting snow. Avalanches in the new snow will be small but might step down into deeper layers. You might trigger a slide that breaks on these deeper layers from shallower snowpack areas like near rocks or trees. The most dangerous slopes face northwest to north through east. Though you may see cracking in the freshly drifted snow, you will not likely see signs of instability before a deeper slide breaks. Sticking to slopes less than about 30 degrees can keep you safer."
2024-02-28,moderate,moderate,moderate,"Strong winds accompanied by new snow have created hazardous avalanche conditions at upper elevations. Avoid steep slopes where you observed 8 or more inches of drifted snow. An avalanche in the new snow could step down to deeper buried weak layers.You could also trigger an avalanche in these deeper buried weak layers if you find the shallow area on slopes steeper than about 35 degrees. Common trigger spots exist near rock outcroppings, on steep rollovers, and beneath ridges and cliffs.Lower-angled, wind-sheltered slopes without steep overhead hazards offer safer travel options."
2024-02-28,considerable,considerable,moderate,"Strong winds and recent snow created dangerous avalanche conditions on leeward slopes. Use caution when you find more than about eight inches of drifted snow. While it might seem manageable to initiate a slide in the surface snow, there''s a chance it can break in a weak layer buried one to three feet deep. The strong winds will drift snow into unusual spots and can camouflage the shallow snowpack areas. Stick to slopes less than about 30 degrees for safer travel options."
2024-02-28,moderate,moderate,low,"Drifting snow will create dangerous slabs at higher elevations. You can trigger a large and dangerous avalanche where these drifts are forming.Common trigger points include rock outcroppings, steep rollovers, below ridges, and cliff bands. Use caution on steeper slopes where the snow surface transitions from soft to stiff or in places with a smooth, rounded appearance. You can find safer riding options below treeline or on low-angled, wind-sheltered slopes without steep overhead hazards."
2024-02-28,considerable,considerable,moderate,"Strong winds and new snow are driving the elevated avalanche danger. You can trigger a large and dangerous avalanche where you find more than about 8 inches of wind-drifted snow. These avalanches could step down to buried weak layers. Strong winds have moved snow and cross-loaded terrain features at all elevations. Expect the depth of newly drifted snow to vary significantly across slopes and terrain features. Wind-drifted snow often feels stiff or has a smooth, lense-like appearance.You could also trigger an avalanche in deeper buried weak layers where you find a shallow area of the snowpack. Common trigger spots exist near rock outcroppings, on steep rollovers, and beneath ridges and cliffs.Wind-sheltered lower-angle terrain without steep slopes overhead offers safer travel options."
2024-02-28,considerable,considerable,moderate,"New snow and strong winds are driving the elevated avalanche danger. You can trigger a large and dangerous avalanche where you find more than about 8 inches of new wind-drifted snow. Strong winds have drifted snow, cross-loading terrain features at all elevations. Wind-drifted snow often feels stiff or has a smooth lense-like appearance. Expect new snow depth to vary significantly across slopes and terrain features.An avalanche triggered in the new storm snow may step down to buried weak layers creating a larger and more dangerous avalanche. Wind-sheltered lower-angle terrain without steep slopes overhead offers safer travel options."
2024-02-28,considerable,considerable,moderate,"New snow and strong winds are driving the elevated avalanche danger. You can trigger a large and dangerous avalanche where you find more than about 8 inches of new wind-drifted snow. Strong winds have drifted snow, cross-loading terrain features at all elevations. Wind-drifted snow often feels stiff or has a smooth lense-like appearance. Expect new snow depth to vary significantly across slopes and terrain features.An avalanche triggered in the new storm snow may step down to buried weak layers creating a larger and more dangerous avalanche. Wind-sheltered lower-angle terrain without steep slopes overhead offers safer travel options."
2024-02-29,considerable,moderate,moderate,"The snowpack is adjusting to the weight of the recent snow, and strong winds drifted snow onto many aspects. Multiple large avalanches have been reported and are examples of the types of slides you can trigger. If you trigger a slide in the new snow it can step down into the deeper buried weak layers. These avalanches can become very large and be very destructive. Deeper slides can be triggered from thinner spots in the snowpack that are now obscured by freshly drifted snow. Strong winds may have loaded snow further down on the slope so remain diligent in your identification and avoidance of loaded terrain features. These can be identified by their smooth, wave-like appearance. Lower-angle slopes and wind-sheltered terrain offer safer travel options."
2024-02-29,considerable,considerable,moderate,"The snowpack is adjusting to the weight of the recent snow, and strong winds drifted snow onto many aspects. Multiple large avalanches have been reported and are examples of the types of slides you can trigger. If you trigger a slide in the new snow it can step down into the deeper buried weak layers. These avalanches can become very large and be very destructive. Deeper slides can be triggered from thinner spots in the snowpack that are now obscured by freshly drifted snow. Strong winds may have loaded snow further down on the slope so remain diligent in your identification and avoidance of loaded terrain features. These can be identified by their smooth, wave-like appearance. Lower-angle slopes and wind-sheltered terrain offer safer travel options."
2024-02-29,moderate,moderate,moderate,"Strong winds accompanied by new snow have created hazardous avalanche conditions at upper elevations. Avoid steep slopes where you observed 8 or more inches of drifted snow. An avalanche in the new snow could step down to deeper buried weak layers.You could also trigger an avalanche in these deeper buried weak layers if you find the shallow area on slopes steeper than about 35 degrees. Common trigger spots exist near rock outcroppings, on steep rollovers, and beneath ridges and cliffs.Lower-angled, wind-sheltered slopes without steep overhead hazards offer safer travel options."
2024-02-29,moderate,moderate,moderate,"Strong winds have drifted new snow into slabs on leeward slopes. You can trigger a dangerous avalanche where you find more than about 8 inches of new wind-drifted snow. These avalanches could step down to buried weak layers. Wind-drifted snow often feels stiff or has a smooth, lense-like appearance. Expect new snow depth to vary significantly across slopes and terrain features and drifting on open slopes below treeline.You could also trigger an avalanche in deeper buried weak layers where you find a shallow area of the snowpack. Common trigger spots exist near rock outcroppings, on steep rollovers, and beneath ridges and cliffs.Wind-sheltered lower-angle terrain offers safer travel options."
2024-02-29,moderate,moderate,low,"Snow from the recent storm is testing the snowpack. Strong winds transported snow onto northerly and easterly aspects, further burying weak layers of varying sensitivity. The most dangerous slopes are at upper elevations that have cohesive drifts of snow on them. You can trigger a slide isolated in the recent snow that can break down into deeper weak layers. Avalanches of this nature would become very large and have dire consequences. Avoiding steep wind-drifted slopes at upper elevations can keep you safer. Better terrain choices include low-angle slopes and wind-sheltered terrain at lower elevations.  "
2024-02-29,considerable,moderate,moderate,"The most dangerous slopes face an easterly direction at upper elevations. Recent winds created a cohesive slab that rests on a weak layer buried about one to three feet deep. These slabs might extend farther down the slope than anticipated, so steer clear of areas with textured snow or pillow-like drifts. For a safer travel option, look for wind-sheltered slopes or slopes less than about 30 degrees."
2024-02-29,considerable,considerable,moderate,"The most dangerous conditions are on north and easterly-facing slope below ridgetop. You can trigger an avalanche that breaks underneath the new, wind-drifted snow and some may step down to much deeper weak layers. Evidence from the Zirkels a few days ago shows how big avalanches can be if they break on deeper layers. Avoid steep recently wind-loaded slopes. Don''t let your guard down below treeline either, and heed the warning signs of shooting cracks and sounds of collapsing."
2024-02-29,moderate,moderate,moderate,"You could trigger an avalanche where you find more than about eight inches of drifted snow. Use caution around textured, rounded pillows of snow. Before triggering one of these slides, you may not see any unstable snow, like cracking or collapsing. Multiple people could ride a slope before you trigger a large avalanche; these avalanches might break wider and run further than anticipated. You can stick to lower-angled terrain to help reduce your avalanche risk."
2024-02-29,considerable,considerable,moderate,"The snowpack is adjusting to the weight of the recent snow, and strong winds drifted snow onto many aspects. You can trigger an avalanche in the new snow that can step down into layers buried up to three feet deep. A slide that breaks on these layers would become very large and be impossible to escape. Thinner spots in the snowpack like small trees and rocks are likely trigger points that may now be obscured by freshly drifted snow. Strong winds may have loaded snow further down on slopes and into the trees. You can find safer travel options by avoiding wind-loaded slopes and terrain steeper than about 30 degrees with no steep slopes above."
2024-03-01,moderate,moderate,low,"Strong winds transported new snow onto northerly and easterly aspects overburdening multiple weak layers in the snowpack. The most dangerous slopes are where cohesive drifts of snow sit on steep slopes at upper elevations. You could trigger an avalanche in the recent snow that can step down, breaking on deeper weak layers and causing a larger and more dangerous slide. Common trigger points include steep areas beneath ridges and cliffs, on steep rollovers, and near rock outcroppings.Low-angle slopes and wind-sheltered terrain at lower elevations offer safer travel options."
2024-03-01,considerable,moderate,moderate,"The snowpack is slowly, and erratically adjusting to the weight of recently wind-drifted snow. Thursday a few natural avalanches ran on freshly-drifted slopes with shallower-than-average snowpack depths. Over the last two days, a few very large avalanches broke deeply into the snowpack. If you trigger a slide in the recently drifted snow, once in motion it can step down into the deeper buried weak layers. Lower-angle slopes and wind-sheltered terrain offer safer travel options."
2024-03-01,moderate,moderate,moderate,"Look for and avoid rounded pillows of snow at high elevations that might take you for a nasty ride. These pockets may crack and collapse as you move onto them. The avalanche you trigger could step down to weak layers deeper in the snowpack, especially on slopes with shallow snow cover. If you see cracking, stick to low-angle slopes, and to reduce your chance of deeper slides, look for planar slopes without trigger points. "
